2017-01-07 09:34:20	10.1007/s11916-014-0460-1	433471	666637	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-09 03:11:21	10.1159/000082602	531175	796012	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-10 08:02:26	10.4155/fmc.15.71	433471	911699	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-10 09:37:46	10.1080/03098265.2012.692072	433471	917714	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-11 00:56:22	10.1007/978-90-481-9641-8_11	660898	881435	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-11 08:38:38	10.1007/s00018-009-0099-y	433471	666637	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-18 19:56:43	10.1007/s40596-014-0059-1	1092614	1650552	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-20 00:32:19	10.1111/j.1445-2197.1991.tb00273.x	433471	1344996	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-20 00:40:42	10.1161/CIRCRESAHA.115.306361	433471	1344996	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-20 20:31:15	10.1161/CIRCRESAHA.115.306361	433471	1344996	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-20 21:45:48	10.1161/CIRCRESAHA.115.306361	433471	1344996	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-21 04:16:02	10.1063/1.2815768	1092198	209805	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-24 06:10:47	10.1080/14036090510032727	1365420	2031462	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-24 18:11:42	10.1093/ndt/gfw076	1394204	2019017	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-25 10:31:59	10.1002/14651858.CD003428.pub3	433471	666637	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-26 21:51:28	10.1161/CIRCRESAHA.115.306361	433471	1344996	Canada	Niagara Falls	43.0895577	-79.0849436
2017-01-30 03:15:55	10.1146/annurev-immunol-032414-112326	1394204	2179994	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 00:57:00	10.1055/s-0032-1306417	433471	1344996	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 02:31:00	10.1038/35013000	433471	1344996	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 05:02:49	10.1016/S0140-6736(86)91340-1	531175	796012	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 05:05:46	10.1016/s0140-6736(89)90995-1	531175	796012	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 05:10:48	10.1016/0140-6736(93)91224-A	531175	796012	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 05:23:03	10.1016/0140-6736(93)91224-A	531175	796012	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 05:24:51	10.1016/S0140-6736(86)91340-1	531175	796012	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 05:28:16	10.1016/s0140-6736(89)90995-1	531175	796012	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 05:33:55	10.1016/S0140-6736(86)91340-1	531175	796012	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 06:58:18	10.1002/tl.469	1764897	2581072	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 09:53:24	10.1111/ajt.13630	433471	666637	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-01 09:55:45	10.1111/ajt.13630	433471	666637	Canada	Niagara Falls	43.0895577	-79.0849436
2017-02-02 18:01:14	10.2307/2187301	1845966	2702536	Canada	Niagara Falls	43.0895577	-79.0849436
